,Activity_Type,Date,Title,Distance,Calories,Time,Avg_HR,Max_HR,Aerobic_TE,Avg_Speed,Max_Speed,Total_Ascent,Total_Descent,Avg_Cadence,Max_Cadence,Normalized_Power,Training_Stress_Score,Max_Avg_Power(20min),Avg_Power,Max_Power,Total_Strokes,Min_Temp,Moving_Time,Elapsed_Time,Min_Elevation,Max_Elevation,Bike
10,Road Cycling,2022-08-27 09:44:00,Trento and back,101.84,2341.0,0 days 03:44:49,141,176,4.1,27.2,60.0,565,569,82,125,0,0.0,0,0,0,17350,17.0,0 days 03:44:41,0 days 03:51:45,203,569,Roubaix
11,Road Cycling,2022-08-24 10:09:00,Mittelberg + Passo Mendola,61.69,2373.0,0 days 02:50:10,158,185,5.0,21.7,57.9,1177,1173,77,122,0,0.0,0,0,0,11219,23.0,0 days 02:50:01,0 days 03:05:51,227,1346,Roubaix
12,Road Cycling,2022-08-22 08:41:00,Mittelberg 2022_3,40.76,1251.0,0 days 01:36:25,148,183,4.1,25.4,54.7,441,433,83,123,0,0.0,0,0,0,7143,19.0,0 days 01:36:22,0 days 01:39:16,222,576,Roubaix
13,Road Cycling,2022-08-13 09:24:00,🚴‍♂️🚴‍♀️Passeiertal with Karin,104.26,2326.0,0 days 04:24:08,131,168,3.6,23.7,55.7,536,852,72,102,0,0.0,0,0,0,16416,16.0,0 days 04:23:31,0 days 05:32:43,244,683,Roubaix
14,Road Cycling,2022-08-11 16:38:00,Mittelberg 2022_2,40.23,1038.0,0 days 01:57:49,129,156,2.9,20.5,54.3,407,392,69,100,0,0.0,0,0,0,7199,25.0,0 days 01:57:37,0 days 02:08:51,235,580,Roubaix
15,Road Cycling,2022-08-09 10:01:00,Mittelberg 2022_1,40.16,1267.0,0 days 01:32:39,152,180,4.3,26.0,59.0,408,402,85,118,0,0.0,0,0,0,7194,24.0,0 days 01:32:35,0 days 01:33:06,228,580,Roubaix
16,Cycling,2022-08-01 17:49:00,Praha Cyklistika,17.86,523.0,0 days 01:20:13,118,169,0.0,13.4,86.2,130,133,0,0,0,0.0,0,0,0,0,0.0,0 days 01:13:28,0 days 01:20:13,196,293,unknown
17,Gravel Cycling,2022-07-31 10:53:00,🧭Severní část ⛰️Vrkopy,62.09,1837.0,0 days 02:49:38,151,184,4.7,22.0,48.9,600,608,0,0,0,0.0,0,0,0,0,26.0,0 days 02:48:57,0 days 03:25:27,176,332,Bergamont
18,Gravel Cycling,2022-07-26 17:16:00,Praha Cyklistika na nezpevněných cestách,48.13,1271.0,0 days 01:55:53,145,179,4.2,24.9,47.9,385,370,0,0,0,0.0,0,0,0,0,24.0,0 days 01:55:31,0 days 01:59:41,197,376,Bergamont
19,Gravel Cycling,2022-07-17 12:39:00,Rovensko pod Troskami Cyklistika na nezpevněných cestách,35.34,933.0,0 days 01:58:17,120,166,2.4,17.9,52.9,467,465,0,0,0,0.0,0,0,0,0,20.0,0 days 01:57:21,0 days 02:54:30,275,477,Bergamont
20,Gravel Cycling,2022-07-16 15:42:00,Rovensko pod Troskami Cyklistika na nezpevněných cestách,26.07,788.0,0 days 01:48:04,115,163,2.0,14.5,41.9,378,382,0,0,0,0.0,0,0,0,0,15.0,0 days 01:47:17,0 days 03:09:33,256,419,Bergamont
21,Gravel Cycling,2022-07-15 13:38:00,Praha Cyklistika na nezpevněných cestách,104.76,2979.0,0 days 04:28:38,151,181,5.0,23.4,47.1,954,772,0,0,0,0.0,0,0,0,0,18.0,0 days 04:27:47,0 days 04:56:15,182,400,Bergamont
22,Gravel Cycling,2022-07-13 17:39:00,Praha Cyklistika na nezpevněných cestách,47.69,1331.0,0 days 01:54:04,151,187,4.9,25.1,48.6,353,350,0,0,0,0.0,0,0,0,0,24.0,0 days 01:53:40,0 days 01:57:05,197,376,Bergamont
23,Gravel Cycling,2022-07-11 17:53:00,Praha Cyklistika na nezpevněných cestách,27.68,601.0,0 days 01:17:54,117,148,1.8,21.3,35.7,62,65,0,0,0,0.0,0,0,0,0,19.0,0 days 01:17:11,0 days 01:54:04,192,208,Bergamont
24,Gravel Cycling,2022-07-08 19:07:00,Karin's new bike,31.64,645.0,0 days 01:25:25,117,140,1.7,22.2,35.1,76,78,0,0,0,0.0,0,0,0,0,15.0,0 days 01:25:02,0 days 01:58:05,192,208,Bergamont
25,Gravel Cycling,2022-07-06 17:52:00,Praha Cyklistika na nezpevněných cestách,36.11,864.0,0 days 01:26:02,136,160,3.0,25.2,36.1,74,72,0,0,0,0.0,0,0,0,0,20.0,0 days 01:25:47,0 days 01:28:15,197,211,Bergamont
26,Gravel Cycling,2022-07-05 18:18:00,Praha Cyklistika na nezpevněných cestách,36.12,879.0,0 days 01:22:47,138,161,3.1,26.2,39.3,70,66,0,0,0,0.0,0,0,0,0,23.0,0 days 01:22:35,0 days 01:23:40,195,207,Bergamont
27,Road Cycling,2022-07-02 09:08:00,Caldaro sulla Strada del Vino Silniční cyklistika,72.82,1689.0,0 days 03:16:45,130,173,3.5,22.2,42.0,344,488,70,111,0,0.0,0,0,0,12230,23.0,0 days 03:16:29,0 days 04:14:01,249,571,Roubaix
28,Gravel Cycling,2022-05-22 16:11:00,Asijská cyklojízda,59.72,1695.0,0 days 02:45:09,146,180,4.2,21.7,58.7,668,664,0,0,0,0.0,0,0,0,0,17.0,0 days 02:44:08,0 days 03:04:46,205,419,Bergamont
29,Road Cycling,2022-05-10 17:17:00,Praha Silniční cyklistika,86.89,2095.0,0 days 03:23:28,147,177,4.4,25.6,55.6,626,637,81,182,0,0.0,0,0,0,14239,16.0,0 days 03:23:05,0 days 03:37:26,195,417,Roubaix
30,Road Cycling,2022-05-06 12:15:00,Praha Silniční cyklistika,44.97,933.0,0 days 01:42:01,134,166,3.1,26.4,40.6,156,164,78,108,0,0.0,0,0,0,7295,17.0,0 days 01:41:45,0 days 01:47:03,193,214,Roubaix
31,Cycling,2022-05-04 14:02:00,Praha Cyklistika,13.3,384.0,0 days 00:41:03,135,156,0.0,19.4,31.4,65,55,0,0,0,0.0,0,0,0,0,0.0,0 days 00:40:38,0 days 00:41:03,185,211,unknown
32,Cycling,2022-05-04 12:19:00,Praha Cyklistika,13.12,347.0,0 days 00:36:36,133,167,0.0,21.5,36.0,43,51,0,0,0,0.0,0,0,0,0,0.0,0 days 00:36:33,0 days 00:36:36,186,210,unknown
33,Road Cycling,2022-05-03 16:13:00,Praha Silniční cyklistika,46.18,1095.0,0 days 01:51:31,137,165,3.3,24.9,49.4,376,377,79,112,0,0.0,0,0,0,7766,17.0,0 days 01:51:12,0 days 01:56:29,195,390,Roubaix
34,Cycling,2022-05-02 15:55:00,Praha Cyklistika,7.4,247.0,0 days 00:38:19,116,143,0.0,11.6,62.0,75,84,0,0,0,0.0,0,0,0,0,0.0,0 days 00:34:40,0 days 00:38:19,196,274,unknown
35,Gravel Cycling,2022-04-30 10:30:00,Tasmánská cyklojízda a lov Vrkopy,163.07,4419.0,0 days 07:58:10,144,182,5.0,20.5,58.2,2336,2288,0,0,0,0.0,0,0,0,0,11.0,0 days 07:56:01,0 days 09:15:29,235,602,Bergamont
36,Road Cycling,2022-04-29 14:13:00,Praha Silniční cyklistika,58.08,1233.0,0 days 02:20:04,139,181,3.9,24.9,62.4,488,489,75,105,0,0.0,0,0,0,9428,14.0,0 days 02:19:37,0 days 02:26:14,195,394,Roubaix
37,Road Cycling,2022-04-26 16:29:00,Praha Silniční cyklistika,44.99,1042.0,0 days 01:51:58,132,166,3.0,24.1,38.5,213,225,0,0,0,0.0,0,0,0,0,12.0,0 days 01:51:33,0 days 02:03:26,191,246,Roubaix
38,Gravel Cycling,2022-04-15 14:31:00,Praha Cyklistika na nezpevněných cestách,59.26,1461.0,0 days 02:46:22,135,170,3.5,21.4,49.4,452,482,0,0,0,0.0,0,0,0,0,9.0,0 days 02:45:11,0 days 03:13:17,189,342,Bergamont
39,Road Cycling,2022-04-13 18:19:00,Praha Silniční cyklistika,35.7,817.0,0 days 01:23:31,134,173,3.0,25.6,38.8,132,132,0,0,0,0.0,0,0,0,0,16.0,0 days 01:23:06,0 days 01:30:37,193,250,Roubaix
40,Indoor Cycling,2022-04-09 16:53:00,SEG W1-T3 Threshold,35.11,761.0,0 days 01:04:00,148,177,0.0,32.9,39.1,0,0,69,80,225,60.7,238,198,327,0,0.0,0 days 01:03:56,0 days 01:04:00,0,0,Tacx
41,Indoor Cycling,2022-04-09 16:52:00,SEG W1-T3 Threshold,0.0,0.0,0 days 00:00:01,76,77,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0 days 00:00:00,0 days 00:00:15,0,0,Tacx
42,Gravel Cycling,2022-04-06 17:05:00,Praha Cyklistika na nezpevněných cestách,47.13,1163.0,0 days 02:05:09,136,176,3.4,22.6,49.9,499,491,0,0,0,0.0,0,0,0,0,11.0,0 days 02:04:24,0 days 02:11:28,205,317,Bergamont
43,Indoor Cycling,2022-04-03 13:19:00,77,77.75,1417.0,0 days 02:35:09,138,156,0.0,30.1,32.7,0,0,76,94,153,68.5,164,152,232,0,0.0,0 days 02:35:00,0 days 02:35:09,0,0,Tacx
44,Indoor Cycling,2022-03-31 17:48:00,Cyclinglab 20-minute test - FTP Test,19.4,645.0,0 days 00:45:00,163,186,0.0,25.9,45.0,472,0,74,109,273,66.8,313,239,804,0,0.0,0 days 00:45:00,0 days 00:45:00,0,0,Tacx
45,Virtual Cycling,2022-03-31 17:24:00,"Vosges, Railway Recovery",10.02,146.0,0 days 00:17:46,127,134,0.0,33.9,39.9,4,97,65,70,138,6.8,0,138,216,0,0.0,0 days 00:17:46,0 days 00:17:46,500,599,Tacx
46,Virtual Cycling,2022-03-29 17:37:00,"California, Pacific Coast Highway Stage 1",58.22,1248.0,0 days 02:01:18,139,181,0.0,28.8,56.9,657,520,73,88,191,88.2,198,172,422,0,0.0,0 days 02:01:14,0 days 02:01:18,11,218,Tacx
47,Gravel Cycling,2022-03-27 14:24:00,☕🚴‍♂️🚴 again 🙂,30.3,673.0,0 days 01:49:45,111,179,2.1,16.6,38.1,193,199,0,0,0,0.0,0,0,0,0,16.0,0 days 01:48:20,0 days 02:49:43,190,272,Bergamont
48,Gravel Cycling,2022-03-26 12:10:00,🚴🚴‍♂️☕🍰,54.04,1038.0,0 days 02:59:58,107,157,1.7,18.0,43.8,172,160,0,0,0,0.0,0,0,0,0,15.0,0 days 02:59:10,0 days 04:22:46,196,256,Bergamont
49,Gravel Cycling,2022-03-22 16:16:00,Praha Cyklistika na nezpevněných cestách,36.75,103.0,0 days 01:48:09,136,175,3.2,20.4,49.3,414,406,0,0,0,0.0,0,0,0,0,12.0,0 days 01:47:17,0 days 02:02:19,194,337,Bergamont
50,Virtual Cycling,2022-03-17 17:02:00,Quick-Step - Coll de Rates,36.38,866.0,0 days 01:11:17,147,171,0.0,30.6,79.9,592,826,77,104,222,70.3,254,203,394,0,0.0,0 days 01:11:17,0 days 01:11:17,272,785,Tacx
51,Virtual Cycling,2022-03-15 17:29:00,Lotto Soudal - Sprint Team,38.04,1056.0,0 days 01:29:43,144,174,0.0,25.4,68.3,813,475,72,93,218,85.2,217,196,410,0,0.0,0 days 01:29:41,0 days 01:29:43,22,318,Tacx
52,Gravel Cycling,2022-03-13 14:43:00,Cukrák,48.39,122.0,0 days 01:59:27,142,173,3.5,24.3,49.4,354,350,0,0,0,0.0,0,0,0,0,9.0,0 days 01:59:00,0 days 02:07:16,193,417,Bergamont
53,Virtual Cycling,2022-03-11 15:53:00,Quick-Step - Tarbena,36.62,1294.0,0 days 01:37:05,156,179,0.0,22.6,64.1,1178,314,74,98,236,107.5,242,222,406,0,0.0,0 days 01:37:04,0 days 01:37:05,0,782,Tacx
54,Virtual Cycling,2022-03-10 16:41:00,Astana - Gata de Gorgos,41.08,905.0,0 days 01:20:19,148,178,0.0,30.7,60.5,381,329,78,97,211,71.3,249,188,444,0,0.0,0 days 01:20:17,0 days 01:20:19,-1,275,Tacx
55,Virtual Cycling,2022-03-06 15:25:00,Lotto Soudal - Classics Team,45.13,1107.0,0 days 01:35:09,143,172,0.0,28.5,73.3,762,688,72,85,216,89.0,213,194,468,0,0.0,0 days 01:35:09,0 days 01:35:09,12,166,Tacx
56,Gravel Cycling,2022-03-05 09:38:00,Praha Cyklistika na nezpevněných cestách,44.61,1158.0,0 days 02:01:13,140,185,3.5,22.1,47.7,222,243,0,0,0,0.0,0,0,0,0,1.0,0 days 01:59:21,0 days 02:22:08,176,246,Bergamont
57,Virtual Cycling,2022-03-03 17:42:00,TotalEnergies - Port de Tudons,26.85,1042.0,0 days 01:17:36,154,170,0.0,20.8,60.2,982,216,71,102,237,87.2,254,224,397,0,0.0,0 days 01:17:34,0 days 01:17:36,137,1026,Tacx
58,Virtual Cycling,2022-03-01 18:14:00,Astana - Collao Laguar,33.57,777.0,0 days 01:11:34,143,171,0.0,28.1,82.3,554,871,70,87,206,60.7,235,181,379,0,0.0,0 days 01:11:29,0 days 01:11:34,34,790,Tacx
59,Indoor Cycling,2022-02-26 14:16:00,Cyclinglab 20-minute test - FTP Test,19.03,627.0,0 days 00:45:00,162,189,0.0,25.4,43.9,466,0,73,93,268,82.2,305,232,387,0,0.0,0 days 00:45:00,0 days 00:45:00,0,0,Tacx
60,Virtual Cycling,2022-02-26 13:48:00,Bologna - City Trip,6.51,119.0,0 days 00:15:22,123,141,0.0,25.4,31.4,38,1,60,72,136,7.3,0,130,239,0,0.0,0 days 00:15:22,0 days 00:15:22,35,66,Tacx
61,Cycling,2022-02-25 15:57:00,Praha Cyklistika,5.49,193.0,0 days 00:26:14,118,148,0.0,12.6,61.0,39,39,0,0,0,0.0,0,0,0,0,0.0,0 days 00:25:03,0 days 00:26:14,185,208,unknown
62,Gravel Cycling,2022-02-24 14:01:00,Praha Cyklistika na nezpevněných cestách,60.47,1565.0,0 days 02:47:13,138,176,3.5,21.7,46.0,564,528,0,0,0,0.0,0,0,0,0,8.0,0 days 02:46:11,0 days 03:11:06,204,313,Bergamont
63,Virtual Cycling,2022-02-22 16:43:00,Trans Ardennes River Tour 2,44.47,830.0,0 days 01:28:29,132,157,0.0,30.2,46.7,138,63,76,88,163,59.8,171,157,432,0,0.0,0 days 01:28:24,0 days 01:28:29,154,177,Tacx
64,Gravel Cycling,2022-02-19 12:55:00,Praha Cyklistika na nezpevněných cestách,37.74,999.0,0 days 01:48:34,134,167,3.0,20.9,48.4,352,354,0,0,0,0.0,0,0,0,0,5.0,0 days 01:48:11,0 days 01:59:31,185,312,Bergamont
65,Virtual Cycling,2022-02-18 16:40:00,Trans Ardennes River Tour 1,47.5,961.0,0 days 01:38:49,137,167,0.0,28.8,59.1,474,459,68,98,192,92.4,210,162,424,0,0.0,0 days 01:38:48,0 days 01:38:49,164,367,Tacx
66,Virtual Cycling,2022-02-16 19:27:00,Lustrafjord - Stage 3,37.12,765.0,0 days 01:12:21,144,173,0.0,30.8,52.1,251,177,70,80,194,69.1,192,177,386,0,0.0,0 days 01:12:20,0 days 01:12:21,16,83,Tacx
67,Virtual Cycling,2022-02-14 17:56:00,Lustrafjord - Stage 2,33.88,815.0,0 days 01:05:30,158,183,0.0,31.0,78.9,428,369,73,87,239,95.2,235,208,444,0,0.0,0 days 01:05:30,0 days 01:05:30,4,125,Tacx
68,Virtual Cycling,2022-02-12 16:22:00,Mols Bjerge - Stage 2,29.41,647.0,0 days 00:58:45,146,176,0.0,30.0,59.0,354,300,70,93,218,70.9,203,183,449,0,0.0,0 days 00:58:45,0 days 00:58:45,6,123,Tacx
69,Virtual Cycling,2022-02-12 15:23:00,Mols Bjerge - Stage 1,27.7,628.0,0 days 00:53:27,147,177,0.0,31.1,55.8,332,265,70,81,223,67.6,221,196,414,0,0.0,0 days 00:53:24,0 days 00:53:27,3,121,Tacx
70,Virtual Cycling,2022-02-09 18:31:00,Lustrafjord - Stage 1,37.55,833.0,0 days 01:10:18,155,179,0.0,32.1,55.6,258,199,78,91,215,83.0,210,198,551,0,0.0,0 days 01:10:17,0 days 01:10:18,5,68,Tacx
71,Virtual Cycling,2022-02-07 17:34:00,Orust Island Tour - Stage 3,34.82,792.0,0 days 01:03:53,157,183,0.0,32.7,58.4,389,344,76,96,240,93.3,227,207,479,0,0.0,0 days 01:03:52,0 days 01:03:53,6,93,Tacx
72,Virtual Cycling,2022-02-05 14:30:00,Orust Island Tour - Stage 2,33.64,757.0,0 days 01:05:37,158,187,0.0,30.8,59.4,403,240,74,86,222,82.4,209,192,491,0,0.0,0 days 01:05:37,0 days 01:05:37,6,73,Tacx
73,Gravel Cycling,2022-02-04 13:08:00,Praha Cyklistika na nezpevněných cestách,49.79,1282.0,0 days 02:09:36,146,177,4.0,23.1,43.4,394,381,0,0,0,0.0,0,0,0,0,4.0,0 days 02:09:15,0 days 02:14:57,192,390,Bergamont
74,Virtual Cycling,2022-02-02 17:14:00,Orust Island Tour - Stage 1,33.91,742.0,0 days 01:05:00,156,184,0.0,31.3,58.8,366,239,75,89,220,80.0,209,190,456,0,0.0,0 days 01:04:49,0 days 01:05:00,5,53,Tacx
75,Cycling,2022-02-01 08:49:00,Praha Cyklistika,2.71,104.0,0 days 00:11:51,123,152,0.0,13.7,36.7,11,9,0,0,0,0.0,0,0,0,0,0.0,0 days 00:11:06,0 days 00:11:51,196,212,unknown
76,Indoor Cycling,2022-01-23 16:39:00,BORA-hansgrohe | WO 01-03 | 2019 | fat metabolism intervals,46.08,867.0,0 days 01:30:00,141,157,0.0,30.7,32.4,0,0,69,87,164,61.4,172,161,320,0,0.0,0 days 01:29:59,0 days 01:30:00,0,0,Tacx
77,Indoor Cycling,2022-01-21 17:13:00,SEG W2-T1 VO2max,32.58,644.0,0 days 01:03:00,124,187,0.0,31.0,38.9,0,0,67,79,203,66.0,211,170,332,0,0.0,0 days 01:03:00,0 days 01:03:00,0,0,Tacx
78,Indoor Cycling,2022-01-19 17:00:00,SEG W1-T1 VO2max,28.62,551.0,0 days 00:56:00,141,179,0.0,30.7,38.7,0,0,68,83,194,53.6,209,164,323,0,0.0,0 days 00:56:00,0 days 00:56:00,0,0,Tacx
79,Indoor Cycling,2022-01-09 18:17:00,VTC Astana: Spin the legs,24.94,471.0,0 days 00:49:00,136,149,0.0,30.5,32.2,0,0,68,84,163,33.0,174,160,251,0,0.0,0 days 00:48:54,0 days 00:49:00,0,0,Tacx
80,Gravel Cycling,2022-01-02 12:42:00,First ride in 2022,40.32,956.0,0 days 01:40:43,139,168,3.2,24.0,39.2,118,109,0,0,0,0.0,0,0,0,0,5.0,0 days 01:40:18,0 days 01:46:44,194,216,Bergamont
81,Indoor Cycling,2021-12-12 14:51:00,SEG W3-T2 Endurance,36.99,698.0,0 days 01:12:20,135,158,0.0,30.7,35.3,0,0,72,85,171,53.7,184,161,353,0,0.0,0 days 01:12:20,0 days 01:12:20,0,0,Tacx
82,Virtual Cycling,2021-12-02 17:39:00,Trans Ardennes River Tour 2,44.47,937.0,0 days 01:21:55,147,164,0.0,32.6,47.9,138,67,79,90,199,82.3,215,191,457,0,0.0,0 days 01:21:52,0 days 01:21:55,154,177,Tacx
83,Virtual Cycling,2021-12-01 18:04:00,Trans Ardennes River Tour 1,47.5,108.0,0 days 01:31:20,151,177,0.0,31.2,59.8,474,456,77,91,220,112.7,231,197,404,0,0.0,0 days 01:31:19,0 days 01:31:20,165,367,Tacx
84,Cycling,2021-11-29 11:03:00,Praha Cyklistika,14.13,378.0,0 days 00:42:05,131,158,0.0,20.1,93.0,85,75,0,0,0,0.0,0,0,0,0,0.0,0 days 00:41:34,0 days 00:42:05,186,236,unknown
85,Cycling,2021-11-29 08:37:00,Praha Cyklistika,15.36,536.0,0 days 00:48:04,150,168,0.0,19.2,57.1,54,59,0,0,0,0.0,0,0,0,0,0.0,0 days 00:46:43,0 days 00:48:04,185,209,unknown
86,Virtual Cycling,2021-11-28 17:31:00,Gent City Trip,29.63,609.0,0 days 00:56:56,141,183,0.0,31.2,47.0,79,37,78,109,205,60.6,205,178,423,0,0.0,0 days 00:56:46,0 days 00:56:56,2,23,Tacx
87,Virtual Cycling,2021-11-27 16:42:00,"Vosges, Col du Hundsruck",16.66,499.0,0 days 00:37:49,156,176,0.0,26.4,71.1,417,426,77,92,240,55.2,258,220,365,0,0.0,0 days 00:37:46,0 days 00:37:49,375,749,Tacx
88,Virtual Cycling,2021-11-26 18:16:00,"Flanders, Oudenaarde Tour 1 - Wortegem-Petegem - 59.1% - 100.0%",15.79,313.0,0 days 00:31:40,142,168,0.0,29.9,58.8,136,139,75,89,188,28.5,187,165,372,0,0.0,0 days 00:31:34,0 days 00:31:40,71,122,Tacx
89,Virtual Cycling,2021-11-26 17:02:00,"Limburg, Haspengouw Blossom",30.75,678.0,0 days 00:57:04,149,178,0.0,32.3,61.6,338,241,78,97,220,70.5,217,198,454,0,0.0,0 days 00:57:03,0 days 00:57:04,71,143,Tacx
90,Indoor Cycling,2021-11-24 19:10:00,SEG W4-T2 Endurance,2.37,43.0,0 days 00:05:13,125,144,0.0,27.2,34.2,0,0,57,137,151,3.0,0,139,371,0,0.0,0 days 00:05:08,0 days 00:07:18,0,0,Tacx
91,Virtual Cycling,2021-11-24 17:58:00,"Flanders, Oudenaarde Tour 1 - Wortegem-Petegem",22.85,473.0,0 days 00:45:33,135,174,0.0,30.1,50.9,153,49,75,88,194,43.5,204,173,367,0,0.0,0 days 00:45:29,0 days 00:45:33,30,103,Tacx
92,Virtual Cycling,2021-11-21 17:55:00,"Giro, Milano - Time Trial",15.57,294.0,0 days 00:31:13,136,166,0.0,29.9,38.0,23,11,76,89,175,24.2,176,157,356,0,0.0,0 days 00:31:12,0 days 00:31:13,131,143,Tacx
93,Virtual Cycling,2021-11-21 16:57:00,Zwift - 2x20 FTP Intervals,25.28,505.0,0 days 00:48:01,139,159,0.0,31.6,52.5,154,0,67,82,202,0.0,233,183,350,0,0.0,0 days 00:47:49,0 days 00:47:59,122,200,Tacx
94,Gravel Cycling,2021-11-20 15:04:00,Praha Cyklistika na nezpevněných cestách,39.97,965.0,0 days 01:43:51,136,169,3.1,23.1,37.9,139,124,0,0,0,0.0,0,0,0,0,7.0,0 days 01:43:37,0 days 01:46:34,193,260,Bergamont
95,Virtual Cycling,2021-11-20 12:09:00,Zwift - FTP Test (shorter) = 256W,26.65,534.0,0 days 00:45:34,157,189,0.0,35.1,62.2,199,0,76,112,236,0.0,269,204,391,0,0.0,0 days 00:45:30,0 days 00:45:33,125,200,Tacx
96,Virtual Cycling,2021-11-17 12:16:00,Zwift - The McCarthy Special,34.32,664.0,0 days 01:00:16,153,189,0.0,34.2,63.1,279,0,73,104,223,0.0,214,192,324,0,0.0,0 days 01:00:10,0 days 01:00:15,125,200,Tacx
97,Virtual Cycling,2021-11-15 21:29:00,Zwift - Makuri Islands,4.89,73.0,0 days 00:09:00,0,0,0.0,32.6,44.8,15,0,73,90,148,0.0,0,141,202,0,0.0,0 days 00:08:57,0 days 00:08:58,125,139,Tacx
98,Virtual Cycling,2021-11-15 20:54:00,Zwift - Jon's Short Mix,12.7,299.0,0 days 00:29:45,0,0,0.0,25.6,66.6,239,0,69,117,200,0.0,194,175,910,0,0.0,0 days 00:29:29,0 days 00:29:43,5,121,Tacx
99,Indoor Cycling,2021-11-14 15:16:00,Jízda na kole uvnitř,13.05,417.0,0 days 00:30:00,160,180,3.6,26.1,47.2,0,0,73,119,235,44.6,223,208,730,2050,22.0,0 days 00:27:50,0 days 00:30:00,0,0,Tacx
100,Gravel Cycling,2021-11-06 12:14:00,Praha Cyklistika na nezpevněných cestách,27.99,641.0,0 days 01:10:20,129,157,2.6,23.9,39.9,87,83,0,0,0,0.0,0,0,0,0,8.0,0 days 01:10:07,0 days 01:12:13,194,213,Bergamont
101,Cycling,2021-11-03 16:29:00,Cyklistika,2.0,263.0,0 days 00:13:07,79,138,0.0,9.1,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0 days 00:00:00,0 days 01:42:07,0,0,unknown
102,Gravel Cycling,2021-10-31 13:18:00,Praha Cyklistika na nezpevněných cestách,53.94,1268.0,0 days 02:23:53,132,173,3.2,22.5,47.9,362,357,0,0,0,0.0,0,0,0,0,11.0,0 days 02:23:25,0 days 02:40:20,197,423,Bergamont
103,Road Cycling,2021-10-30 15:06:00,Praha Silniční cyklistika,44.87,987.0,0 days 01:47:03,135,178,3.4,25.1,48.0,308,315,74,105,0,0.0,0,0,0,6868,8.0,0 days 01:46:49,0 days 01:49:54,192,382,Roubaix
104,Gravel Cycling,2021-10-24 12:22:00,Kokořínsko,81.5,24.0,0 days 03:52:51,149,180,5.0,21.0,61.1,879,964,0,0,0,0.0,0,0,0,0,5.0,0 days 03:51:55,0 days 04:51:11,164,454,Bergamont
105,Gravel Cycling,2021-10-23 14:27:00,Japonská cyklojízda,48.43,1327.0,0 days 02:12:54,142,179,3.6,21.9,39.9,343,340,0,0,0,0.0,0,0,0,0,7.0,0 days 02:12:23,0 days 02:32:10,187,409,Bergamont
106,Road Cycling,2021-10-20 14:37:00,Praha Silniční cyklistika,58.5,1299.0,0 days 02:28:02,138,171,3.6,23.7,55.3,504,517,74,109,0,0.0,0,0,0,9304,18.0,0 days 02:27:10,0 days 02:39:38,202,363,Roubaix
107,Gravel Cycling,2021-10-16 13:41:00,Americká cyklojízda,26.66,449.0,0 days 01:22:29,103,135,0.9,19.4,38.4,80,71,0,0,0,0.0,0,0,0,0,10.0,0 days 01:21:58,0 days 01:41:30,196,216,Bergamont
108,Gravel Cycling,2021-10-05 16:05:00,Praha Cyklistika na nezpevněných cestách,36.05,713.0,0 days 01:28:28,125,148,2.3,24.5,38.7,63,67,0,0,0,0.0,0,0,0,0,15.0,0 days 01:28:08,0 days 01:33:35,194,208,Bergamont
109,Gravel Cycling,2021-10-02 12:37:00,Praha Cyklistika na nezpevněných cestách,33.58,726.0,0 days 01:51:59,113,163,2.0,18.0,45.2,273,266,0,0,0,0.0,0,0,0,0,17.0,0 days 01:51:08,0 days 02:20:39,198,393,Bergamont
110,Gravel Cycling,2021-09-30 17:01:00,Praha Cyklistika na nezpevněných cestách,34.44,740.0,0 days 01:39:15,120,152,2.0,20.8,37.2,118,119,0,0,0,0.0,0,0,0,0,8.0,0 days 01:38:54,0 days 01:57:52,190,210,Bergamont
111,Road Cycling,2021-09-28 09:17:00,18.+19.💯 #SBCR kopečky challenge,204.41,497.0,0 days 08:46:54,148,178,5.0,23.3,61.2,2707,2712,75,217,0,0.0,0,0,0,33313,13.0,0 days 08:46:12,0 days 09:58:09,192,513,Roubaix
112,Cycling,2021-09-27 16:11:00,Praha Cyklistika,2.8,97.0,0 days 00:11:22,121,145,0.0,14.8,82.1,13,15,0,0,0,0.0,0,0,0,0,0.0,0 days 00:09:40,0 days 00:11:22,196,211,unknown
113,Cycling,2021-09-26 19:14:00,Praha Cyklistika,11.87,316.0,0 days 00:46:34,118,148,0.0,15.3,28.3,50,52,0,0,0,0.0,0,0,0,0,0.0,0 days 00:43:10,0 days 00:46:34,188,209,unknown
114,Cycling,2021-09-26 11:45:00,Praha Cyklistika,11.66,277.0,0 days 00:38:12,118,148,0.0,18.3,34.8,57,60,0,0,0,0.0,0,0,0,0,0.0,0 days 00:36:36,0 days 00:38:12,187,210,unknown
115,Gravel Cycling,2021-09-25 13:35:00,Praha Cyklistika na nezpevněných cestách,55.89,1023.0,0 days 02:55:08,110,167,1.8,19.1,42.2,176,174,0,0,0,0.0,0,0,0,0,19.0,0 days 02:54:14,0 days 03:59:34,197,249,Bergamont
116,Gravel Cycling,2021-09-21 16:40:00,Praha Cyklistika na nezpevněných cestách,30.83,628.0,0 days 01:20:28,122,147,2.1,23.0,39.7,66,70,0,0,0,0.0,0,0,0,0,10.0,0 days 01:20:05,0 days 01:27:51,191,208,Bergamont
