,Activity_Type,Date,Title,Distance,Calories,Time,Avg_HR,Max_HR,Aerobic_TE,Avg_Speed,Max_Speed,Total_Ascent,Total_Descent,Avg_Cadence,Max_Cadence,Normalized_Power,Training_Stress_Score,Max_Avg_Power(20min),Avg_Power,Max_Power,Total_Strokes,Min_Temp,Moving_Time,Elapsed_Time,Min_Elevation,Max_Elevation,Bike
202,Indoor Cycling,2021-02-18 17:01:00,Jízda na kole uvnitř,29.01,509.0,0 days 01:07:36,117,131,2.1,25.7,29.5,0,0,71,82,127,28.9,130,126,166,4820,22.0,0 days 01:07:35,0 days 01:07:36,0,0,Tacx
203,Indoor Cycling,2021-02-16 17:49:00,5minutové silové intervaly,26.17,666.0,0 days 01:07:24,135,165,3.1,23.3,29.1,0,0,65,82,198,70.5,217,167,288,4431,21.0,0 days 01:07:23,0 days 01:07:24,0,0,Tacx
204,Indoor Cycling,2021-02-11 18:31:00,Aerobní trénink v zóně 2,23.35,447.0,0 days 01:00:09,117,129,2.0,23.3,27.7,0,0,70,77,124,22.6,125,123,138,4209,20.0,0 days 00:55:05,0 days 01:00:20,0,0,Tacx
205,Indoor Cycling,2021-02-09 17:13:00,Vyberte si: Intervaly v zóně 3 nebo 5,30.02,675.0,0 days 01:11:05,136,184,3.3,25.3,32.2,0,0,71,95,199,75.2,214,159,389,5032,20.0,0 days 01:10:44,0 days 01:11:05,0,0,Tacx
206,Indoor Cycling,2021-02-07 13:39:00,Jízda na kole uvnitř,55.04,1.0,0 days 02:02:03,123,147,2.6,27.1,32.5,0,0,74,91,140,64.1,146,137,213,9145,20.0,0 days 02:02:01,0 days 02:07:01,0,0,Tacx
207,Indoor Cycling,2021-02-04 17:41:00,Aerobní trénink v zóně 2,24.44,421.0,0 days 01:01:48,113,124,2.0,23.7,26.8,0,0,65,73,115,21.8,117,114,128,4067,21.0,0 days 01:01:37,0 days 01:01:48,0,0,Tacx
208,Indoor Cycling,2021-02-02 18:04:00,5minutové silové intervaly,26.11,681.0,0 days 01:05:18,137,167,3.3,24.0,30.9,0,0,67,87,210,77.2,232,176,298,4395,18.0,0 days 01:05:17,0 days 01:05:20,0,0,Tacx
209,Indoor Cycling,2021-01-28 17:53:00,Aerobní trénink v zóně 2,30.31,524.0,0 days 01:15:53,112,127,2.1,24.0,27.3,0,0,66,76,116,27.2,120,115,134,4999,20.0,0 days 01:15:52,0 days 01:15:53,0,0,Tacx
210,Indoor Cycling,2021-01-26 16:41:00,5minutové silové intervaly,27.02,689.0,0 days 01:05:45,137,165,3.2,24.7,30.4,0,0,68,86,210,77.4,228,177,288,4534,19.0,0 days 01:05:44,0 days 01:05:45,0,0,Tacx
211,Indoor Cycling,2021-01-26 16:38:00,5minutové silové intervaly,0.3,6.0,0 days 00:00:57,92,92,0.0,18.6,21.9,0,0,56,60,112,0.2,0,105,123,53,19.0,0 days 00:00:52,0 days 00:09:32,0,0,Tacx
212,Indoor Cycling,2021-01-23 11:49:00,10minutové prahové intervaly,81.01,172.0,0 days 02:53:19,142,176,4.1,28.0,33.4,0,0,77,90,182,153.6,219,166,261,13447,20.0,0 days 02:53:15,0 days 02:57:01,0,0,Tacx
213,Indoor Cycling,2021-01-21 17:27:00,Aerobní trénink v zóně 2,34.36,615.0,0 days 01:15:22,121,133,2.2,27.4,31.6,0,0,75,89,137,37.7,141,136,159,5685,21.0,0 days 01:15:21,0 days 01:17:40,0,0,Tacx
214,Indoor Cycling,2021-01-19 17:17:00,5minutové silové intervaly,32.05,779.0,0 days 01:15:24,139,167,3.3,25.5,32.9,0,0,71,93,205,84.6,234,174,294,5346,21.0,0 days 01:15:13,0 days 01:15:24,0,0,Tacx
215,Indoor Cycling,2021-01-14 16:57:00,Vyberte si: Intervaly v zóně 3 nebo 5,27.29,621.0,0 days 01:02:49,137,170,3.2,26.1,28.6,0,0,72,80,194,62.8,191,165,279,4540,19.0,0 days 01:02:49,0 days 01:02:49,0,0,Tacx
216,Indoor Cycling,2021-01-12 17:04:00,Aerobní trénink v zóně 2,26.24,466.0,0 days 01:00:08,117,131,2.1,26.2,29.3,0,0,72,81,131,27.4,135,130,209,4335,19.0,0 days 01:00:07,0 days 01:00:08,0,0,Tacx
217,Indoor Cycling,2021-01-09 17:43:00,Aerobní trénink v zóně 2,37.55,653.0,0 days 01:31:51,116,131,2.3,24.5,28.3,0,0,67,78,120,35.3,127,119,146,6184,18.0,0 days 01:31:50,0 days 01:31:51,0,0,Tacx
218,Indoor Cycling,2021-01-07 18:08:00,Aerobní trénink v zóně 2,45.47,960.0,0 days 02:00:04,124,135,2.7,22.7,25.2,0,0,62,69,135,58.8,149,134,161,7522,20.0,0 days 02:00:03,0 days 02:00:04,0,0,Tacx
219,Indoor Cycling,2021-01-05 17:08:00,30sekundové intervaly (30krát),29.02,692.0,0 days 01:08:30,147,186,4.0,25.4,37.4,0,0,70,104,223,91.3,237,177,426,4842,20.0,0 days 01:08:30,0 days 01:08:30,0,0,Tacx
220,Mountain Biking,2020-12-31 11:12:00,🧭 JIH 🧭,35.05,790.0,0 days 01:43:45,126,152,2.5,20.3,34.8,92,90,0,0,0,0.0,0,0,0,0,0.0,0 days 01:43:30,0 days 01:49:26,189,214,Rockhopper
221,Mountain Biking,2020-12-30 09:37:00,🧭 VÝCHOD 🧭,59.98,1773.0,0 days 03:00:15,145,180,4.3,20.0,42.1,515,544,0,0,0,0.0,0,0,0,0,-2.0,0 days 02:59:04,0 days 03:36:22,202,306,Rockhopper
222,Mountain Biking,2020-12-29 09:41:00,🧭 ZÁPAD 🧭,59.94,1736.0,0 days 02:56:24,146,181,4.2,20.4,48.6,610,642,0,0,0,0.0,0,0,0,0,1.0,0 days 02:55:49,0 days 03:14:12,212,418,Rockhopper
223,Mountain Biking,2020-12-28 10:16:00,SEVER,55.54,155.0,0 days 02:29:27,147,177,4.1,22.3,41.7,346,355,0,0,0,0.0,0,0,0,0,-1.0,0 days 02:28:40,0 days 02:45:28,184,325,Rockhopper
224,Indoor Cycling,2020-12-17 18:00:00,Vyberte si: Intervaly v zóně 3 nebo 5,30.03,597.0,0 days 01:06:34,134,165,3.2,27.1,32.9,0,0,75,91,168,50.3,175,150,227,4933,21.0,0 days 01:05:42,0 days 01:06:39,0,0,Tacx
225,Indoor Cycling,2020-12-15 18:15:00,Aerobní trénink v zóně 2,26.65,489.0,0 days 01:00:09,124,144,2.2,26.6,28.6,0,0,72,79,139,31.1,146,136,199,4372,20.0,0 days 01:00:08,0 days 01:00:09,0,0,Tacx
226,Mountain Biking,2020-12-12 12:44:00,Praha - Aerobní trénink v zóně 2,40.9,127.0,0 days 02:09:31,142,177,3.9,18.9,38.4,303,310,0,0,0,0.0,0,0,0,0,1.0,0 days 01:54:39,0 days 02:10:06,185,331,Rockhopper
227,Indoor Cycling,2020-12-10 16:30:00,Aerobní trénink v zóně 2,30.18,539.0,0 days 01:10:36,122,131,2.2,25.6,28.6,0,0,70,78,128,31.1,132,127,149,4923,20.0,0 days 01:10:20,0 days 01:11:30,0,0,Tacx
228,Indoor Cycling,2020-12-09 16:39:00,5minutové tempové intervaly,25.25,533.0,0 days 00:56:38,132,150,2.7,26.8,30.7,0,0,73,84,170,43.6,176,160,217,4136,20.0,0 days 00:56:37,0 days 00:59:31,0,0,Tacx
229,Mountain Biking,2020-12-05 12:37:00,Praha - Aerobní trénink v zóně 2,47.35,1519.0,0 days 02:48:16,141,184,4.3,16.9,50.6,541,548,0,0,0,0.0,0,0,0,0,5.0,0 days 02:31:11,0 days 02:49:00,185,378,Rockhopper
230,Indoor Cycling,2020-12-03 18:32:00,Aerobní trénink v zóně 2,28.22,538.0,0 days 01:00:08,128,140,2.2,28.2,30.7,0,0,76,84,152,37.1,164,150,182,4598,18.0,0 days 01:00:07,0 days 01:01:53,0,0,Tacx
231,Indoor Cycling,2020-12-02 18:52:00,Krátké intervaly v zóně 5,28.57,600.0,0 days 01:06:22,136,177,3.1,25.8,46.8,0,0,70,115,183,59.6,187,152,386,4687,20.0,0 days 01:06:21,0 days 01:09:15,0,0,Tacx
232,Road Cycling,2020-11-29 12:13:00,Praha Silniční cyklistika,57.0,157.0,0 days 02:11:32,152,175,4.5,26.0,63.7,507,516,80,119,0,0.0,0,0,0,9759,0.0,0 days 02:11:19,0 days 02:29:54,191,413,Roubaix
233,Road Cycling,2020-11-17 10:13:00,🇨🇿 17. listopad 🇨🇿,74.3,1989.0,0 days 02:57:43,154,184,5.0,25.1,49.5,572,578,74,207,0,0.0,0,0,0,11468,8.0,0 days 02:56:47,0 days 03:33:29,171,338,Roubaix
234,Road Cycling,2020-11-13 15:03:00,Praha Silniční cyklistika,26.73,528.0,0 days 01:07:22,122,147,2.1,23.8,37.2,78,88,72,105,0,0.0,0,0,0,4480,7.0,0 days 01:07:08,0 days 01:11:06,190,210,Roubaix
235,Road Cycling,2020-11-06 13:39:00,Praha Silniční cyklistika,39.19,841.0,0 days 01:33:52,133,173,2.9,25.0,44.2,197,198,77,235,0,0.0,0,0,0,6487,5.0,0 days 01:33:34,0 days 01:44:35,191,253,Roubaix
236,Road Cycling,2020-11-04 15:41:00,Praha Silniční cyklistika,41.07,778.0,0 days 01:39:38,126,161,2.4,24.7,38.4,138,157,76,104,0,0.0,0,0,0,6843,6.0,0 days 01:39:22,0 days 01:48:11,185,208,Roubaix
237,Road Cycling,2020-10-31 15:58:00,Praha Silniční cyklistika,26.78,465.0,0 days 01:10:20,114,147,1.9,22.8,38.3,75,79,76,102,0,0.0,0,0,0,4973,10.0,0 days 01:10:09,0 days 01:13:44,193,213,Roubaix
238,Road Cycling,2020-10-28 10:26:00,26. 💯🇨🇿 k oslavě Republiky - vyfotit se s Masarykem,110.39,2766.0,0 days 04:24:04,150,177,5.0,25.1,54.7,1401,1412,75,247,0,0.0,0,0,0,17628,6.0,0 days 04:23:31,0 days 05:06:21,186,434,Roubaix
239,Road Cycling,2020-10-24 14:24:00,Praha Silniční cyklistika,53.74,13.0,0 days 01:55:02,148,173,3.8,28.0,75.3,486,496,79,115,0,0.0,0,0,0,8410,13.0,0 days 01:54:47,0 days 02:03:00,213,345,Roubaix
240,Road Cycling,2020-10-22 15:08:00,Praha Silniční cyklistika,64.31,1361.0,0 days 02:22:04,140,177,3.4,27.2,53.6,368,387,77,115,0,0.0,0,0,0,10371,10.0,0 days 02:21:40,0 days 02:30:43,192,406,Roubaix
241,Indoor Cycling,2020-10-15 16:50:00,Jízda na kole uvnitř,21.59,529.0,0 days 00:44:45,145,182,3.4,28.9,34.1,0,0,79,96,223,59.2,256,198,319,3554,19.0,0 days 00:44:43,0 days 00:44:48,0,0,Tacx
242,Indoor Cycling,2020-10-14 16:40:00,Jízda na kole uvnitř,50.12,1053.0,0 days 01:40:52,140,160,3.3,29.8,34.1,0,0,81,95,181,87.9,200,174,239,8209,20.0,0 days 01:40:51,0 days 01:40:52,0,0,Tacx
243,Mountain Biking,2020-10-11 12:00:00,Doubravka,26.8,775.0,0 days 01:18:49,140,179,3.1,20.4,41.7,315,344,0,0,0,0.0,0,0,0,0,6.0,0 days 01:18:00,0 days 01:29:43,183,274,Rockhopper
244,Road Cycling,2020-10-09 14:54:00,Praha Silniční cyklistika,60.05,1236.0,0 days 02:14:43,140,187,3.6,26.7,62.6,581,576,77,117,0,0.0,0,0,0,9512,13.0,0 days 02:14:25,0 days 02:21:00,148,360,Roubaix
245,Road Cycling,2020-10-07 14:22:00,Praha Silniční cyklistika,57.42,1235.0,0 days 02:09:23,142,176,3.7,26.6,54.1,510,525,79,109,0,0.0,0,0,0,9160,11.0,0 days 02:09:04,0 days 02:16:11,185,371,Roubaix
246,Indoor Cycling,2020-10-04 14:30:00,FTP test říjen 2020,22.6,530.0,0 days 00:50:01,145,182,3.4,27.1,29.5,0,0,74,82,209,58.2,248,178,305,3709,21.0,0 days 00:50:01,0 days 00:50:01,0,0,Tacx
247,Indoor Cycling,2020-10-04 14:24:00,Jízda na kole uvnitř,2.03,35.0,0 days 00:05:00,121,127,0.3,24.3,25.6,0,0,65,69,119,1.7,0,117,124,331,21.0,0 days 00:05:00,0 days 00:05:07,0,0,Tacx
248,Indoor Cycling,2020-10-03 13:42:00,Jízda na kole uvnitř,20.15,375.0,0 days 00:45:02,128,149,2.2,26.9,32.6,0,0,72,88,145,25.3,160,139,217,3278,23.0,0 days 00:45:00,0 days 00:45:02,0,0,Tacx
249,Mountain Biking,2020-10-01 15:55:00,Poslední VKP v kapse,46.15,134.0,0 days 02:07:22,151,181,4.1,21.7,48.7,727,695,0,0,0,0.0,0,0,0,0,17.0,0 days 02:06:49,0 days 02:29:28,294,533,Rockhopper
250,Road Cycling,2020-09-30 14:43:00,Praha Silniční cyklistika,42.2,841.0,0 days 01:35:31,134,160,2.7,26.5,42.0,142,143,71,106,0,0.0,0,0,0,6251,14.0,0 days 01:35:16,0 days 01:40:24,195,216,Roubaix
251,Mountain Biking,2020-09-28 08:38:00,25. 💯 Hon VKP v psím počasí,169.01,4507.0,0 days 08:24:45,147,183,5.0,20.1,53.4,1802,1973,0,0,0,0.0,0,0,0,0,3.0,0 days 08:23:15,0 days 09:54:12,174,459,Rockhopper
252,Road Cycling,2020-09-18 15:36:00,24. 💯 Sardegna#2:Tantaunella-Santa Teresa Gallura,111.02,2475.0,0 days 04:10:20,151,175,5.0,26.6,53.9,1193,1204,73,116,0,0.0,0,0,0,17086,20.0,0 days 04:10:07,0 days 04:27:25,2,176,Roubaix
253,Road Cycling,2020-09-16 09:14:00,23. 💯 Sardegna-Punta Molentis,111.1,2443.0,0 days 04:11:43,151,174,5.0,26.5,53.0,102,1016,73,104,0,0.0,0,0,0,17004,24.0,0 days 04:07:40,0 days 04:40:48,7,172,Roubaix
254,Road Cycling,2020-09-10 10:47:00,Praha Silniční cyklistika,56.98,127.0,0 days 02:10:02,146,185,4.1,26.3,49.5,715,707,79,117,0,0.0,0,0,0,9206,13.0,0 days 02:09:37,0 days 02:14:53,187,371,Roubaix
255,Road Cycling,2020-09-08 17:51:00,Praha Silniční cyklistika,40.46,876.0,0 days 01:30:49,140,172,3.6,26.7,56.4,329,334,76,127,0,0.0,0,0,0,6000,17.0,0 days 01:30:20,0 days 01:34:09,192,349,Roubaix
256,Mountain Biking,2020-09-06 09:47:00,22. 💯 Zřícenina kaple Povýšení sv. Kříže,100.76,2273.0,0 days 04:30:33,139,178,4.4,22.3,44.4,1019,990,0,0,0,0.0,0,0,0,0,14.0,0 days 04:29:27,0 days 05:03:27,180,361,Rockhopper
257,Mountain Biking,2020-09-05 09:44:00,21. 💯 Studený vrch VKP,110.97,2928.0,0 days 05:37:14,147,183,5.0,19.7,55.0,1591,1602,0,0,0,0.0,0,0,0,0,17.0,0 days 05:33:57,0 days 06:03:45,195,670,Rockhopper
258,Road Cycling,2020-09-02 13:27:00,Praha Silniční cyklistika,27.67,548.0,0 days 01:05:38,129,164,2.5,25.3,36.9,129,132,72,103,0,0.0,0,0,0,4188,16.0,0 days 01:04:02,0 days 01:13:57,195,213,Roubaix
259,Mountain Biking,2020-08-23 13:04:00,Slapy slapy a lov VKP,66.42,1861.0,0 days 04:04:57,127,171,3.7,16.3,59.3,101,1185,0,0,0,0.0,0,0,0,0,12.0,0 days 04:03:24,0 days 06:27:56,265,451,Rockhopper
260,Cycling,2020-08-21 00:39:00,Praha Nekategorizováno,12.09,0.0,0 days 00:39:21,0,0,0.0,18.4,50.4,53,51,0,0,0,0.0,0,0,0,0,0.0,0 days 00:38:40,0 days 00:39:21,185,209,unknown
261,Cycling,2020-08-20 18:55:00,Praha Nekategorizováno,13.54,0.0,0 days 01:15:51,0,0,0.0,10.7,40.9,65,68,0,0,0,0.0,0,0,0,0,0.0,0 days 00:47:00,0 days 01:15:51,185,209,unknown
262,Road Cycling,2020-08-15 09:08:00,Quickie with Mendola,59.96,1696.0,0 days 02:33:14,149,177,4.7,23.5,62.3,1296,1276,79,116,0,0.0,0,0,0,10398,17.0,0 days 02:32:28,0 days 02:33:46,221,1333,Roubaix
263,Mountain Biking,2020-08-14 10:51:00,Caldaro sulla Strada del Vino Horská cyklistika,23.78,513.0,0 days 01:41:35,99,141,0.6,14.0,53.3,472,477,0,0,0,0.0,0,0,0,0,19.0,0 days 01:40:51,0 days 02:04:20,223,573,Rockhopper
264,Road Cycling,2020-08-08 11:59:00,20. 💯 Krakonošův cyklomaraton - individual race,134.84,3173.0,0 days 05:31:06,150,178,5.0,24.4,62.4,2297,2292,79,115,0,0.0,0,0,0,22941,20.0,0 days 05:30:45,0 days 05:47:53,382,1099,Roubaix
265,Road Cycling,2020-08-06 15:08:00,Pecný,84.36,1563.0,0 days 03:26:02,133,170,3.3,24.6,52.2,942,954,75,116,0,0.0,0,0,0,12957,21.0,0 days 03:25:33,0 days 03:40:42,210,532,Roubaix
266,Road Cycling,2020-08-05 18:02:00,3x Zvole -> nastoupat metry před Krakonošem,58.01,1098.0,0 days 02:18:11,133,179,3.3,25.2,59.6,559,569,76,103,0,0.0,0,0,0,9119,18.0,0 days 02:17:59,0 days 02:20:37,189,367,Roubaix
267,Road Cycling,2020-08-02 10:41:00,Učím se jezdit pomalu :-),45.07,842.0,0 days 01:45:33,132,166,3.0,25.6,61.4,275,285,75,111,0,0.0,0,0,0,7190,19.0,0 days 01:45:17,0 days 01:55:06,190,346,Roubaix
268,Road Cycling,2020-07-30 08:48:00,19. 💯 Monte Bondone,165.88,3663.0,0 days 07:03:42,138,173,5.0,23.5,67.6,1998,1991,76,113,0,0.0,0,0,0,29222,22.0,0 days 07:03:07,0 days 07:58:06,210,1604,Roubaix
269,Mountain Biking,2020-07-25 11:20:00,to Trento and back with Karin,88.06,1289.0,0 days 04:00:36,109,136,1.9,22.0,37.9,170,164,0,0,0,0.0,0,0,0,0,25.0,0 days 03:59:55,0 days 04:38:25,202,247,Rockhopper
270,Road Cycling,2020-07-22 09:13:00,18. 💯 Sella Ronda extended,166.79,4417.0,0 days 08:32:08,138,174,5.0,19.5,68.4,3845,4062,72,130,0,0.0,0,0,0,30361,17.0,0 days 08:31:17,0 days 09:59:02,288,2208,Roubaix
271,Gravel Cycling,2020-07-20 10:09:00,Caldaro sulla Strada del Vino Nekategorizováno,16.74,0.0,0 days 00:39:05,0,0,0.0,25.7,48.3,59,384,0,0,0,0.0,0,0,0,0,0.0,0 days 00:38:44,0 days 00:39:05,232,570,Bergamont
272,Road Cycling,2020-07-17 09:10:00,16.+17. 💯Passo Stelvio+Gavia+Tonale+Mendola a 5000m⬆️,200.32,5783.0,0 days 10:37:56,142,174,5.0,18.8,74.6,5134,547,73,115,0,0.0,0,0,0,38670,4.0,0 days 10:36:53,0 days 11:51:18,432,2704,Roubaix
273,Mountain Biking,2020-07-15 11:45:00,Caldaro sulla Strada del Vino Nekategorizováno,18.02,0.0,0 days 00:41:27,0,0,0.0,26.1,95.1,66,390,0,0,0,0.0,0,0,0,0,0.0,0 days 00:41:15,0 days 00:41:27,233,567,Rockhopper
274,Road Cycling,2020-07-13 09:52:00,15. 💯 Soprabolzano-Castelrotto,104.76,3107.0,0 days 05:03:55,149,181,5.0,20.7,64.7,2362,2045,72,151,0,0.0,0,0,0,18585,17.0,0 days 05:03:10,0 days 06:12:55,241,121,Roubaix
275,Road Cycling,2020-07-08 09:29:00,Praha Silniční cyklistika,40.39,781.0,0 days 01:29:50,136,165,3.0,27.0,40.2,110,110,79,119,0,0.0,0,0,0,6581,15.0,0 days 01:29:29,0 days 01:48:48,192,213,Roubaix
276,Road Cycling,2020-07-06 10:18:00,14. 💯 Pražské kolo,172.07,33.0,0 days 06:47:43,140,173,4.5,25.3,55.2,1275,1334,77,193,0,0.0,0,0,0,27760,14.0,0 days 06:46:50,0 days 07:44:17,157,395,Roubaix
277,Mountain Biking,2020-07-04 18:29:00,Praha Horská cyklistika,25.38,410.0,0 days 01:12:36,108,137,1.1,21.0,30.9,79,75,0,0,0,0.0,0,0,0,0,23.0,0 days 01:12:18,0 days 01:14:28,192,208,Rockhopper
278,Mountain Biking,2020-07-04 12:55:00,Praha Horská cyklistika,25.16,546.0,0 days 01:17:45,119,160,2.1,19.4,49.1,241,263,0,0,0,0.0,0,0,0,0,24.0,0 days 01:17:18,0 days 01:31:59,195,379,Rockhopper
279,Road Cycling,2020-07-03 16:13:00,Praha Silniční cyklistika,56.84,1232.0,0 days 02:04:05,144,183,3.8,27.5,62.0,416,423,79,109,0,0.0,0,0,0,8754,20.0,0 days 02:03:46,0 days 02:11:23,194,400,Roubaix
280,Road Cycling,2020-06-29 18:06:00,Praha Silniční cyklistika,54.73,1043.0,0 days 02:03:18,137,169,3.2,26.6,55.9,423,445,80,112,0,0.0,0,0,0,8578,17.0,0 days 02:02:56,0 days 02:09:23,193,310,Roubaix
281,Road Cycling,2020-06-25 15:24:00,Praha Silniční cyklistika,45.39,883.0,0 days 01:40:07,139,179,3.2,27.2,52.5,252,255,79,153,0,0.0,0,0,0,7133,22.0,0 days 01:39:49,0 days 01:43:57,195,350,Roubaix
282,Road Cycling,2020-06-23 16:24:00,Praha Silniční cyklistika,46.52,918.0,0 days 01:58:55,127,196,2.7,23.5,48.9,308,309,77,109,0,0.0,0,0,0,8078,22.0,0 days 01:58:34,0 days 02:03:15,192,374,Roubaix
283,Mountain Biking,2020-06-21 12:05:00,17. Decathlon Cyklomaraton,57.16,1944.0,0 days 02:15:35,168,185,5.0,25.3,51.5,502,502,0,0,0,0.0,0,0,0,0,12.0,0 days 02:15:30,0 days 02:16:22,228,291,Rockhopper
284,Road Cycling,2020-06-19 15:48:00,13. 💯 Beroun,107.09,2412.0,0 days 04:14:17,148,176,5.0,25.3,68.0,1712,1729,78,126,0,0.0,0,0,0,17419,14.0,0 days 04:14:10,0 days 04:19:05,204,472,Roubaix
285,Road Cycling,2020-06-15 16:24:00,Praha Silniční cyklistika,81.66,1877.0,0 days 03:00:27,146,185,4.4,27.2,55.0,768,789,81,112,0,0.0,0,0,0,12847,18.0,0 days 03:00:01,0 days 03:20:18,181,495,Roubaix
286,Road Cycling,2020-06-12 16:04:00,Praha Silniční cyklistika,48.1,1175.0,0 days 01:43:59,151,178,4.1,27.8,54.2,554,565,79,116,0,0.0,0,0,0,7238,23.0,0 days 01:43:36,0 days 01:51:13,211,439,Roubaix
287,Road Cycling,2020-06-06 07:22:00,11 + 12 💯 Ještěd Fondo,261.73,5759.0,0 days 11:20:43,129,176,5.0,23.1,54.2,2654,2703,66,122,0,0.0,0,0,0,38423,6.0,0 days 11:19:20,0 days 17:20:36,151,1011,Roubaix
288,Road Cycling,2020-05-31 09:51:00,10. 💯 SBCRride,105.47,1969.0,0 days 03:32:29,147,181,4.9,29.8,67.2,1101,111,81,121,0,0.0,0,0,0,15497,6.0,0 days 03:32:20,0 days 03:41:00,194,467,Roubaix
289,Mountain Biking,2020-05-30 11:48:00,9. 💯 Libčice - Lipence,103.59,2502.0,0 days 05:04:36,129,174,3.8,20.4,53.4,971,1045,0,0,0,0.0,0,0,0,0,11.0,0 days 05:02:33,0 days 06:59:08,180,371,Rockhopper
290,Road Cycling,2020-05-27 20:33:00,dojezd,3.33,89.0,0 days 00:09:04,123,132,0.8,22.0,29.6,7,3,69,90,0,0.0,0,0,0,572,15.0,0 days 00:09:00,0 days 00:13:13,194,203,Roubaix
291,Road Cycling,2020-05-27 16:55:00,8. 💯 Svatý Jan,100.31,2168.0,0 days 03:33:22,149,180,5.0,28.2,59.1,783,801,85,118,0,0.0,0,0,0,16952,13.0,0 days 03:33:05,0 days 03:36:59,196,435,Roubaix
292,Mountain Biking,2020-05-21 15:06:00,Cukrák s Hansem,54.96,1365.0,0 days 02:27:16,133,175,3.6,22.4,56.6,469,492,0,0,0,0.0,0,0,0,0,16.0,0 days 02:26:19,0 days 03:21:05,180,399,Rockhopper
293,Road Cycling,2020-05-19 16:48:00,za segmenty,38.39,875.0,0 days 01:34:01,137,179,3.3,24.5,58.7,397,405,73,187,0,0.0,0,0,0,6006,20.0,0 days 01:33:47,0 days 01:38:27,191,346,Roubaix
294,Mountain Biking,2020-05-17 11:05:00,Kozákov a Semily,40.01,135.0,0 days 01:59:16,148,183,4.8,20.1,61.4,904,931,0,0,0,0.0,0,0,0,0,11.0,0 days 01:58:42,0 days 02:09:38,288,737,Rockhopper
295,Mountain Biking,2020-05-16 11:16:00,Pár kopečků v Českém ráji 🚴‍♂️🚴‍♂️🚴‍♂️🚴‍♂️🚴‍♀️🚴‍♀️🚴‍♀️🚴‍♀️,51.7,1488.0,0 days 02:46:21,134,182,4.1,18.6,66.6,915,978,0,0,0,0.0,0,0,0,0,8.0,0 days 02:44:46,0 days 04:54:37,263,625,Rockhopper
296,Road Cycling,2020-05-08 14:03:00,7. 💯 - Kotce 2020,114.82,2302.0,0 days 04:29:17,134,168,3.8,25.6,51.3,1099,920,74,113,0,0.0,0,0,0,18046,17.0,0 days 04:28:50,0 days 04:58:33,180,402,Roubaix
297,Mountain Biking,2020-05-07 13:49:00,Praha Horská cyklistika,89.58,2403.0,0 days 04:18:49,139,179,4.4,20.8,51.7,943,1044,0,0,0,0.0,0,0,0,0,12.0,0 days 04:15:28,0 days 06:35:01,193,496,Rockhopper
298,Mountain Biking,2020-05-01 13:13:00,Karlštejn s Karin 🚴‍♂️🚴‍♀️ + VKP vrchol 15. Výhled z křesla (7/20),74.94,1604.0,0 days 04:18:27,110,174,1.9,17.4,57.6,710,763,0,0,0,0.0,0,0,0,0,12.0,0 days 04:16:54,0 days 06:29:51,196,412,Rockhopper
299,Road Cycling,2020-04-28 15:54:00,Praha Silniční cyklistika,59.73,1181.0,0 days 02:17:39,133,166,3.3,26.0,55.4,479,487,71,117,0,0.0,0,0,0,8345,19.0,0 days 02:16:55,0 days 02:35:11,201,314,Roubaix
300,Road Cycling,2020-04-26 14:06:00,6. 💯 Řevnice,124.36,2846.0,0 days 04:37:02,145,175,4.9,26.9,64.9,1287,1291,76,129,0,0.0,0,0,0,19189,13.0,0 days 04:36:24,0 days 04:58:00,196,530,Roubaix
301,Road Cycling,2020-04-23 15:31:00,Praha SilniÄnÃ­ cyklistika,54.52,1187.0,0 days 02:02:19,138,179,3.5,26.7,51.8,573,550,76,108,0,0.0,0,0,0,8646,17.0,0 days 02:02:05,0 days 02:07:41,194,393,Roubaix
302,Road Cycling,2020-04-22 17:42:00,Ulovit radotínský segment a u Vodičky na domácím písečku :-),56.47,1395.0,0 days 02:07:39,146,178,4.1,26.5,51.7,614,612,77,122,0,0.0,0,0,0,9009,11.0,0 days 02:07:23,0 days 02:10:17,192,385,Roubaix
303,Mountain Biking,2020-04-20 16:34:00,"Relaxační s Karin Šáreckým údolím 🚴‍♂️🚴‍♀️ + 2 vrcholy VKP: 14. Na Babě,",37.99,804.0,0 days 02:23:28,104,157,1.1,15.9,42.2,441,438,0,0,0,0.0,0,0,0,0,9.0,0 days 02:21:55,0 days 02:59:40,145,343,Rockhopper
304,Road Cycling,2020-04-18 12:06:00,5. 💯 Křivoklát,126.42,301.0,0 days 05:04:17,146,177,5.0,24.9,64.0,1776,1766,73,111,0,0.0,0,0,0,19853,16.0,0 days 05:01:38,0 days 05:45:42,193,622,Roubaix
305,Road Cycling,2020-04-15 15:36:00,na lovu segmentů,74.69,1698.0,0 days 02:47:05,144,183,4.3,26.8,51.3,885,877,74,117,0,0.0,0,0,0,11119,12.0,0 days 02:46:53,0 days 02:52:39,195,491,Roubaix
306,Mountain Biking,2020-04-12 13:32:00,Relaxační Kunratice s Karin + VKP (3/20) vrchol č. 13 - Malý Hrádek,36.82,758.0,0 days 02:07:11,106,154,1.5,17.4,41.7,270,263,0,0,0,0.0,0,0,0,0,20.0,0 days 02:06:25,0 days 02:50:20,197,319,Rockhopper
