,Activity_Type,Date,Title,Distance,Calories,Time,Avg_HR,Max_HR,Aerobic_TE,Avg_Speed,Max_Speed,Total_Ascent,Total_Descent,Avg_Cadence,Max_Cadence,Normalized_Power,Training_Stress_Score,Max_Avg_Power(20min),Avg_Power,Max_Power,Total_Strokes,Min_Temp,Moving_Time,Elapsed_Time,Min_Elevation,Max_Elevation,Bike
216,Road Cycling,2021-06-29 10:25:02,8.💯 Trento,118.85,2479.0,0 days 04:32:20,136,177,4.1,26.2,61.0,721,686,75,109,0,0.0,0,0,0,18489,24.0,0 days 04:31:50,0 days 05:14:35,225,607,Roubaix
217,Road Cycling,2021-06-28 09:24:52,Caldaro sulla Strada del Vino Silniční cyklistika,65.56,2068.0,0 days 02:58:37,150,177,5.0,22.0,60.0,1191,1160,75,117,0,0.0,0,0,0,11617,24.0,0 days 02:58:29,0 days 03:02:25,231,1348,Roubaix
218,Road Cycling,2021-06-19 04:10:17,Klínovec Klassics,180.27,4566.0,0 days 07:32:58,148,177,5.0,23.9,73.7,2511,2145,0,0,0,0.0,0,0,0,0,13.0,0 days 07:32:24,0 days 10:02:26,195,1202,Roubaix
219,Gravel Cycling,2021-06-15 07:00:41,Praha Cyklistika na nezpevněných cestách,43.96,1345.0,0 days 01:47:04,0,0,0.0,24.6,42.6,111,113,0,0,0,0.0,0,0,0,0,11.0,0 days 01:46:26,0 days 01:56:45,193,210,Bergamont
220,Road Cycling,2021-06-14 19:53:44,Praha Silniční cyklistika,51.62,1058.0,0 days 01:59:03,135,173,3.3,26.0,51.8,421,425,79,113,0,0.0,0,0,0,8456,13.0,0 days 01:58:54,0 days 02:05:46,189,373,Roubaix
221,Road Cycling,2021-06-12 12:54:04,Praha Silniční cyklistika,60.32,1237.0,0 days 02:15:47,140,178,3.6,26.7,64.0,547,537,77,112,0,0.0,0,0,0,9529,23.0,0 days 02:15:39,0 days 02:18:31,194,405,Roubaix
222,Gravel Cycling,2021-06-06 13:35:28,Praha Cyklistika na nezpevněných cestách,62.29,1505.0,0 days 02:24:59,142,167,3.7,25.8,42.7,412,406,0,0,0,0.0,0,0,0,0,23.0,0 days 02:24:00,0 days 03:56:12,183,290,Bergamont
223,Gravel Cycling,2021-06-05 12:58:00,Praha Cyklistika na nezpevněných cestách,43.19,772.0,0 days 02:11:10,109,143,1.4,19.8,37.3,119,108,0,0,0,0.0,0,0,0,0,23.0,0 days 02:10:24,0 days 02:53:29,197,218,Bergamont
224,Road Cycling,2021-06-01 17:46:45,Praha Silniční cyklistika,60.84,1274.0,0 days 02:15:54,139,177,3.5,26.9,57.0,486,485,78,113,0,0.0,0,0,0,9469,14.0,0 days 02:15:37,0 days 02:20:27,194,404,Roubaix
225,Gravel Cycling,2021-05-30 12:09:35,Praha Cyklistika na nezpevněných cestách,27.75,682.0,0 days 01:18:12,130,160,2.4,21.3,46.9,255,237,0,0,0,0.0,0,0,0,0,11.0,0 days 01:17:37,0 days 02:08:21,194,355,Bergamont
226,Gravel Cycling,2021-05-29 09:14:57,6. 💯 VKP completed,124.58,2988.0,0 days 05:16:11,146,180,5.0,23.6,62.9,1126,1234,0,0,0,0.0,0,0,0,0,10.0,0 days 05:14:23,0 days 06:23:26,198,447,Bergamont
227,Road Cycling,2021-05-27 17:18:55,Praha Silniční cyklistika,50.24,1151.0,0 days 01:51:03,143,178,3.6,27.1,52.4,519,524,80,116,0,0.0,0,0,0,8053,11.0,0 days 01:50:48,0 days 01:58:12,193,380,Roubaix
228,Gravel Cycling,2021-05-24 17:57:15,Praha Cyklistika na nezpevněných cestách,37.4,1026.0,0 days 02:09:18,126,183,2.4,17.4,45.7,387,397,0,0,0,0.0,0,0,0,0,11.0,0 days 02:08:21,0 days 03:03:13,193,350,Bergamont
229,Road Cycling,2021-05-22 10:05:23,5.💯 Hills Hills Hills,123.11,3099.0,0 days 05:32:15,143,171,5.0,22.2,71.4,1864,1892,74,105,0,0.0,0,0,0,21041,9.0,0 days 05:31:17,0 days 06:18:18,195,496,Roubaix
230,Road Cycling,2021-05-21 15:02:07,Praha Silniční cyklistika,41.32,878.0,0 days 01:36:08,135,172,3.0,25.8,44.2,175,155,77,104,0,0.0,0,0,0,6929,13.0,0 days 01:35:59,0 days 01:43:50,195,250,Roubaix
231,Gravel Cycling,2021-05-18 14:48:29,Medník,79.23,2231.0,0 days 04:13:11,140,176,4.5,18.8,50.9,1096,1096,0,0,0,0.0,0,0,0,0,9.0,0 days 04:11:22,0 days 05:12:32,188,427,Bergamont
232,Gravel Cycling,2021-05-16 12:03:04,Italská cyklojízda,59.41,1282.0,0 days 03:01:16,118,179,2.2,19.7,40.8,245,236,0,0,0,0.0,0,0,0,0,14.0,0 days 03:00:34,0 days 06:17:37,191,246,Bergamont
233,Gravel Cycling,2021-05-16 12:00:02,Cyklistika na nezpevněných cestách,0.0,8.0,0 days 00:08:13,94,102,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,19.0,0 days 00:00:00,0 days 00:08:56,273,276,Bergamont
234,Gravel Cycling,2021-05-09 13:16:18,4.💯 Kotce 2021,107.86,2460.0,0 days 04:24:31,145,179,4.4,24.5,52.3,883,1023,0,0,0,0.0,0,0,0,0,22.0,0 days 04:23:47,0 days 04:49:29,198,385,Bergamont
235,Gravel Cycling,2021-05-08 14:14:56,Rovensko pod Troskami Cyklistika na nezpevněných cestách,24.48,656.0,0 days 01:27:24,121,174,2.4,16.8,41.5,389,363,0,0,0,0.0,0,0,0,0,10.0,0 days 01:26:49,0 days 01:48:00,257,391,Bergamont
236,Gravel Cycling,2021-05-06 16:08:26,Praha Cyklistika na nezpevněných cestách,4.49,125.0,0 days 00:12:20,128,162,1.7,21.8,38.3,46,34,0,0,0,0.0,0,0,0,0,12.0,0 days 00:12:06,0 days 00:15:47,201,243,Bergamont
237,Gravel Cycling,2021-05-04 17:55:30,Praha Cyklistika na nezpevněných cestách,38.84,1094.0,0 days 01:47:01,143,188,3.7,21.8,46.8,445,453,0,0,0,0.0,0,0,0,0,11.0,0 days 01:46:15,0 days 02:02:50,187,341,Bergamont
238,Gravel Cycling,2021-05-01 12:49:21,Karlštejn s Karin,73.08,2021.0,0 days 03:33:35,0,0,0.0,20.5,38.5,242,235,0,0,0,0.0,0,0,0,0,10.0,0 days 03:32:42,0 days 04:44:53,195,255,Bergamont
239,Road Cycling,2021-04-27 16:01:52,3.💯 na Kladno,114.6,2740.0,0 days 04:20:10,150,185,5.0,26.4,56.0,940,960,78,110,0,0.0,0,0,0,18699,6.0,0 days 04:19:32,0 days 04:51:15,187,468,Roubaix
240,Gravel Cycling,2021-04-25 14:13:21,Praha Cyklistika na nezpevněných cestách,34.48,622.0,0 days 01:50:27,105,153,1.3,18.7,37.0,217,210,0,0,0,0.0,0,0,0,0,8.0,0 days 01:50:02,0 days 02:18:40,196,326,Bergamont
241,Gravel Cycling,2021-04-23 15:02:17,Praha Cyklistika na nezpevněných cestách,77.01,1835.0,0 days 03:30:22,136,177,3.4,22.0,51.2,681,654,0,0,0,0.0,0,0,0,0,7.0,0 days 03:28:48,0 days 04:16:17,185,418,Bergamont
242,Cycling,2021-04-22 17:29:26,Cyklistika,2.0,93.0,0 days 00:15:31,108,124,0.0,7.7,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0 days 00:00:00,0 days 00:15:31,0,0,unknown
243,Gravel Cycling,2021-04-20 16:12:56,Praha Cyklistika na nezpevněných cestách,50.62,1253.0,0 days 02:10:12,140,182,3.4,23.3,47.8,397,409,0,0,0,0.0,0,0,0,0,10.0,0 days 02:09:07,0 days 02:23:03,192,394,Bergamont
244,Gravel Cycling,2021-04-18 11:00:01,2.💯 5x VKP a pořádná testovačka,167.08,4142.0,0 days 07:20:39,147,187,5.0,22.8,54.0,1579,1587,0,0,0,0.0,0,0,0,0,5.0,0 days 07:19:14,0 days 08:44:55,179,540,Bergamont
245,Gravel Cycling,2021-04-16 15:26:23,First date with Bergamo,55.4,1517.0,0 days 02:27:34,149,177,4.2,22.5,46.5,597,585,0,0,0,0.0,0,0,0,0,0.0,0 days 02:26:48,0 days 02:46:10,191,400,Bergamont
246,Indoor Cycling,2021-04-14 17:21:18,Jízda na kole uvnitř,30.06,562.0,0 days 01:04:31,129,140,2.3,28.0,30.8,0,0,76,86,147,38.0,157,145,185,4912,20.0,0 days 01:04:29,0 days 01:04:31,0,0,Tacx
247,Indoor Cycling,2021-04-13 18:41:56,Jízda na kole uvnitř,30.02,521.0,0 days 01:15:01,118,127,2.2,24.0,27.3,0,0,66,75,118,28.3,122,116,148,4893,19.0,0 days 01:14:06,0 days 01:23:39,0,0,Tacx
248,Mountain Biking,2021-04-11 11:54:45,Chilská cyklojízda,68.73,1647.0,0 days 04:05:34,120,173,2.6,16.8,52.3,604,587,0,0,0,0.0,0,0,0,0,13.0,0 days 04:03:54,0 days 05:25:03,184,325,Rockhopper
249,Mountain Biking,2021-04-11 11:47:51,Praha Horská cyklistika,1.02,23.0,0 days 00:05:52,113,123,0.1,18.6,25.4,2,7,0,0,0,0.0,0,0,0,0,17.0,0 days 00:03:13,0 days 00:09:12,202,208,Rockhopper
250,Mountain Biking,2021-04-09 15:57:58,Praha Horská cyklistika,10.25,300.0,0 days 00:36:44,0,0,0.0,16.7,29.4,79,60,0,0,0,0.0,0,0,0,0,13.0,0 days 00:36:22,0 days 00:41:40,178,230,Rockhopper
251,Mountain Biking,2021-04-09 14:23:00,Praha Horská cyklistika,14.31,387.0,0 days 00:44:56,0,0,0.0,19.1,28.6,33,46,0,0,0,0.0,0,0,0,0,12.0,0 days 00:44:29,0 days 00:49:43,194,208,Rockhopper
252,Indoor Cycling,2021-04-08 15:31:38,Jízda na kole uvnitř,50.02,1003.0,0 days 01:45:45,131,184,3.3,28.4,38.2,0,0,77,107,178,90.7,203,159,339,8172,19.0,0 days 01:45:43,0 days 01:45:45,0,0,Tacx
253,Indoor Cycling,2021-04-06 15:54:51,Jízda na kole uvnitř,50.1,996.0,0 days 01:44:49,138,160,3.2,28.7,34.4,0,0,78,95,165,77.5,179,159,252,8184,20.0,0 days 01:44:49,0 days 01:44:49,0,0,Tacx
254,Mountain Biking,2021-04-05 10:47:00,první letošní VKP,36.81,1337.0,0 days 02:20:37,136,0,4.5,15.7,46.9,465,401,0,0,0,0.0,0,0,0,0,9.0,0 days 02:18:36,0 days 03:14:33,195,314,Rockhopper
255,Road Cycling,2021-04-01 15:18:59,Praha Silniční cyklistika,50.32,1248.0,0 days 02:00:58,141,175,3.6,25.0,60.6,531,534,75,105,0,0.0,0,0,0,7765,17.0,0 days 02:00:34,0 days 02:16:06,197,380,Roubaix
256,Road Cycling,2021-03-31 14:22:34,Praha Silniční cyklistika,42.67,890.0,0 days 01:42:42,136,172,3.2,24.9,46.4,181,192,74,101,0,0.0,0,0,0,6546,20.0,0 days 01:42:08,0 days 01:49:31,199,253,Roubaix
257,Road Cycling,2021-03-30 15:18:36,Praha Silniční cyklistika,44.4,1126.0,0 days 01:54:14,143,184,3.8,23.3,56.7,491,475,73,116,0,0.0,0,0,0,6623,18.0,0 days 01:53:43,0 days 02:08:02,197,358,Roubaix
258,Road Cycling,2021-03-28 14:07:51,Praha Silniční cyklistika,44.22,1144.0,0 days 01:41:41,148,181,3.9,26.1,50.7,404,406,79,111,0,0.0,0,0,0,6831,7.0,0 days 01:41:21,0 days 01:54:56,190,382,Roubaix
259,Mountain Biking,2021-03-26 15:52:43,Praha Horská cyklistika,34.96,687.0,0 days 01:53:06,112,150,2.0,18.5,33.7,90,85,0,0,0,0.0,0,0,0,0,12.0,0 days 01:51:09,0 days 01:58:19,193,212,Rockhopper
260,Indoor Cycling,2021-03-14 15:53:09,Jízda na kole uvnitř,4.67,82.0,0 days 00:10:01,133,145,1.0,28.0,31.3,0,0,75,85,138,4.9,0,138,155,756,20.0,0 days 00:10:01,0 days 00:10:01,0,0,Tacx
261,Indoor Cycling,2021-03-14 15:21:02,Jízda na kole uvnitř,14.47,370.0,0 days 00:31:22,146,178,3.2,27.7,30.7,0,0,76,83,223,42.1,234,198,298,2387,20.0,0 days 00:31:22,0 days 00:31:22,0,0,Tacx
262,Indoor Cycling,2021-03-13 14:37:39,Jízda na kole uvnitř,42.44,833.0,0 days 01:30:00,132,155,2.9,28.3,66.8,0,0,77,91,161,62.7,184,155,217,6942,20.0,0 days 01:29:59,0 days 01:33:00,0,0,Tacx
263,Indoor Cycling,2021-03-11 17:05:59,Jízda na kole uvnitř,26.25,465.0,0 days 01:00:01,121,135,2.1,26.3,29.9,0,0,71,81,131,27.3,137,129,167,4276,20.0,0 days 01:00:01,0 days 01:00:01,0,0,Tacx
264,Indoor Cycling,2021-03-09 17:32:40,20minutové intervaly se stoupáním,32.57,848.0,0 days 01:10:02,154,177,4.2,27.9,31.5,0,0,76,88,220,90.3,243,203,276,5366,20.0,0 days 01:10:01,0 days 01:10:02,0,0,Tacx
265,Indoor Cycling,2021-03-06 13:08:00,1. 💯 Fuck lockdown,104.03,1900.0,0 days 04:00:24,127,149,3.4,26.0,30.2,0,0,72,83,138,123.4,173,132,208,16903,19.0,0 days 03:54:09,0 days 04:00:24,0,0,Tacx
266,Indoor Cycling,2021-03-04 18:18:24,Jízda na kole uvnitř,25.53,444.0,0 days 01:00:01,122,129,2.1,25.5,28.5,0,0,71,80,124,24.7,128,124,149,4261,21.0,0 days 01:00:01,0 days 01:00:48,0,0,Tacx
267,Indoor Cycling,2021-03-02 15:56:52,Intervaly s maximálním úsilím,36.0,835.0,0 days 01:23:34,145,183,3.9,25.8,42.4,0,0,73,121,215,103.2,228,169,388,6046,21.0,0 days 01:23:34,0 days 01:23:34,0,0,Tacx
268,Indoor Cycling,2021-02-25 18:39:54,Aerobní trénink v zóně 2,28.07,517.0,0 days 01:01:16,128,140,2.3,27.5,30.1,0,0,76,84,143,33.3,150,141,169,4693,21.0,0 days 01:01:15,0 days 01:01:16,0,0,Tacx
269,Indoor Cycling,2021-02-23 17:19:32,Intervaly s maximálním úsilím,37.19,831.0,0 days 01:22:40,145,186,3.9,27.0,46.4,0,0,75,119,214,101.4,224,170,417,6250,21.0,0 days 01:22:40,0 days 01:23:01,0,0,Tacx
270,Mountain Biking,2021-02-20 14:30:41,Praha Horská cyklistika,40.69,1047.0,0 days 01:57:43,130,167,3.0,20.7,48.8,235,237,0,0,0,0.0,0,0,0,0,7.0,0 days 01:57:20,0 days 02:01:12,197,362,Rockhopper
271,Indoor Cycling,2021-02-18 17:01:02,Jízda na kole uvnitř,29.01,509.0,0 days 01:07:36,117,131,2.1,25.7,29.5,0,0,71,82,127,28.9,130,126,166,4820,22.0,0 days 01:07:35,0 days 01:07:36,0,0,Tacx
272,Indoor Cycling,2021-02-16 17:49:12,5minutové silové intervaly,26.17,666.0,0 days 01:07:24,135,165,3.1,23.3,29.1,0,0,65,82,198,70.5,217,167,288,4431,21.0,0 days 01:07:23,0 days 01:07:24,0,0,Tacx
273,Indoor Cycling,2021-02-11 18:31:50,Aerobní trénink v zóně 2,23.35,447.0,0 days 01:00:09,117,129,2.0,23.3,27.7,0,0,70,77,124,22.6,125,123,138,4209,20.0,0 days 00:55:05,0 days 01:00:20,0,0,Tacx
274,Indoor Cycling,2021-02-09 17:13:42,Vyberte si: Intervaly v zóně 3 nebo 5,30.02,675.0,0 days 01:11:05,136,184,3.3,25.3,32.2,0,0,71,95,199,75.2,214,159,389,5032,20.0,0 days 01:10:44,0 days 01:11:05,0,0,Tacx
275,Indoor Cycling,2021-02-07 13:39:50,Jízda na kole uvnitř,55.04,1000.0,0 days 02:02:03,123,147,2.6,27.1,32.5,0,0,74,91,140,64.1,146,137,213,9145,20.0,0 days 02:02:01,0 days 02:07:01,0,0,Tacx
276,Indoor Cycling,2021-02-04 17:41:56,Aerobní trénink v zóně 2,24.44,421.0,0 days 01:01:48,113,124,2.0,23.7,26.8,0,0,65,73,115,21.8,117,114,128,4067,21.0,0 days 01:01:37,0 days 01:01:48,0,0,Tacx
277,Indoor Cycling,2021-02-02 18:04:13,5minutové silové intervaly,26.11,681.0,0 days 01:05:18,137,167,3.3,24.0,30.9,0,0,67,87,210,77.2,232,176,298,4395,18.0,0 days 01:05:17,0 days 01:05:20,0,0,Tacx
278,Indoor Cycling,2021-01-28 17:53:08,Aerobní trénink v zóně 2,30.31,524.0,0 days 01:15:53,112,127,2.1,24.0,27.3,0,0,66,76,116,27.2,120,115,134,4999,20.0,0 days 01:15:52,0 days 01:15:53,0,0,Tacx
279,Indoor Cycling,2021-01-26 16:41:07,5minutové silové intervaly,27.02,689.0,0 days 01:05:45,137,165,3.2,24.7,30.4,0,0,68,86,210,77.4,228,177,288,4534,19.0,0 days 01:05:44,0 days 01:05:45,0,0,Tacx
280,Indoor Cycling,2021-01-26 16:38:04,5minutové silové intervaly,0.3,6.0,0 days 00:09:32,92,92,0.0,18.6,21.9,0,0,56,60,112,0.2,0,105,123,53,19.0,0 days 00:00:52,0 days 00:09:32,0,0,Tacx
281,Indoor Cycling,2021-01-23 11:49:33,10minutové prahové intervaly,81.01,1720.0,0 days 02:53:19,142,176,4.1,28.0,33.4,0,0,77,90,182,153.6,219,166,261,13447,20.0,0 days 02:53:15,0 days 02:57:01,0,0,Tacx
282,Indoor Cycling,2021-01-21 17:27:31,Aerobní trénink v zóně 2,34.36,615.0,0 days 01:15:22,121,133,2.2,27.4,31.6,0,0,75,89,137,37.7,141,136,159,5685,21.0,0 days 01:15:21,0 days 01:17:40,0,0,Tacx
283,Indoor Cycling,2021-01-19 17:17:14,5minutové silové intervaly,32.05,779.0,0 days 01:15:24,139,167,3.3,25.5,32.9,0,0,71,93,205,84.6,234,174,294,5346,21.0,0 days 01:15:13,0 days 01:15:24,0,0,Tacx
284,Indoor Cycling,2021-01-14 16:57:53,Vyberte si: Intervaly v zóně 3 nebo 5,27.29,621.0,0 days 01:02:49,137,170,3.2,26.1,28.6,0,0,72,80,194,62.8,191,165,279,4540,19.0,0 days 01:02:49,0 days 01:02:49,0,0,Tacx
285,Indoor Cycling,2021-01-12 17:04:30,Aerobní trénink v zóně 2,26.24,466.0,0 days 01:00:08,117,131,2.1,26.2,29.3,0,0,72,81,131,27.4,135,130,209,4335,19.0,0 days 01:00:07,0 days 01:00:08,0,0,Tacx
286,Indoor Cycling,2021-01-09 17:43:26,Aerobní trénink v zóně 2,37.55,653.0,0 days 01:31:51,116,131,2.3,24.5,28.3,0,0,67,78,120,35.3,127,119,146,6184,18.0,0 days 01:31:50,0 days 01:31:51,0,0,Tacx
287,Indoor Cycling,2021-01-07 18:08:12,Aerobní trénink v zóně 2,45.47,960.0,0 days 02:00:04,124,135,2.7,22.7,25.2,0,0,62,69,135,58.8,149,134,161,7522,20.0,0 days 02:00:03,0 days 02:00:04,0,0,Tacx
288,Indoor Cycling,2021-01-05 17:08:55,30sekundové intervaly (30krát),29.02,692.0,0 days 01:08:30,147,186,4.0,25.4,37.4,0,0,70,104,223,91.3,237,177,426,4842,20.0,0 days 01:08:30,0 days 01:08:30,0,0,Tacx
289,Mountain Biking,2020-12-31 11:12:22,🧭 JIH 🧭,35.05,790.0,0 days 01:43:45,126,152,2.5,20.3,34.8,92,90,0,0,0,0.0,0,0,0,0,0.0,0 days 01:43:30,0 days 01:49:26,189,214,Rockhopper
290,Mountain Biking,2020-12-30 09:37:58,🧭 VÝCHOD 🧭,59.98,1773.0,0 days 03:00:15,145,180,4.3,20.0,42.1,515,544,0,0,0,0.0,0,0,0,0,-2.0,0 days 02:59:04,0 days 03:36:22,202,306,Rockhopper
291,Mountain Biking,2020-12-29 09:41:44,🧭 ZÁPAD 🧭,59.94,1736.0,0 days 02:56:24,146,181,4.2,20.4,48.6,610,642,0,0,0,0.0,0,0,0,0,1.0,0 days 02:55:49,0 days 03:14:12,212,418,Rockhopper
292,Mountain Biking,2020-12-28 10:16:28,SEVER,55.54,1550.0,0 days 02:29:27,147,177,4.1,22.3,41.7,346,355,0,0,0,0.0,0,0,0,0,-1.0,0 days 02:28:40,0 days 02:45:28,184,325,Rockhopper
293,Indoor Cycling,2020-12-17 18:00:01,Vyberte si: Intervaly v zóně 3 nebo 5,30.03,597.0,0 days 01:06:34,134,165,3.2,27.1,32.9,0,0,75,91,168,50.3,175,150,227,4933,21.0,0 days 01:05:42,0 days 01:06:39,0,0,Tacx
294,Indoor Cycling,2020-12-15 18:15:42,Aerobní trénink v zóně 2,26.65,489.0,0 days 01:00:09,124,144,2.2,26.6,28.6,0,0,72,79,139,31.1,146,136,199,4372,20.0,0 days 01:00:08,0 days 01:00:09,0,0,Tacx
295,Mountain Biking,2020-12-12 12:44:13,Praha - Aerobní trénink v zóně 2,40.9,1270.0,0 days 02:09:31,142,177,3.9,18.9,38.4,303,310,0,0,0,0.0,0,0,0,0,1.0,0 days 01:54:39,0 days 02:10:06,185,331,Rockhopper
296,Indoor Cycling,2020-12-10 16:30:58,Aerobní trénink v zóně 2,30.18,539.0,0 days 01:10:36,122,131,2.2,25.6,28.6,0,0,70,78,128,31.1,132,127,149,4923,20.0,0 days 01:10:20,0 days 01:11:30,0,0,Tacx
297,Indoor Cycling,2020-12-09 16:39:18,5minutové tempové intervaly,25.25,533.0,0 days 00:56:38,132,150,2.7,26.8,30.7,0,0,73,84,170,43.6,176,160,217,4136,20.0,0 days 00:56:37,0 days 00:59:31,0,0,Tacx
298,Mountain Biking,2020-12-05 12:37:08,Praha - Aerobní trénink v zóně 2,47.35,1519.0,0 days 02:48:16,141,184,4.3,16.9,50.6,541,548,0,0,0,0.0,0,0,0,0,5.0,0 days 02:31:11,0 days 02:49:00,185,378,Rockhopper
299,Indoor Cycling,2020-12-03 18:32:38,Aerobní trénink v zóně 2,28.22,538.0,0 days 01:00:08,128,140,2.2,28.2,30.7,0,0,76,84,152,37.1,164,150,182,4598,18.0,0 days 01:00:07,0 days 01:01:53,0,0,Tacx
300,Indoor Cycling,2020-12-02 18:52:54,Krátké intervaly v zóně 5,28.57,600.0,0 days 01:06:22,136,177,3.1,25.8,46.8,0,0,70,115,183,59.6,187,152,386,4687,20.0,0 days 01:06:21,0 days 01:09:15,0,0,Tacx
301,Road Cycling,2020-11-29 12:13:57,Praha Silniční cyklistika,57.0,1570.0,0 days 02:11:32,152,175,4.5,26.0,63.7,507,516,80,119,0,0.0,0,0,0,9759,0.0,0 days 02:11:19,0 days 02:29:54,191,413,Roubaix
302,Road Cycling,2020-11-17 10:13:50,🇨🇿 17. listopad 🇨🇿,74.3,1989.0,0 days 02:57:43,154,184,5.0,25.1,49.5,572,578,74,207,0,0.0,0,0,0,11468,8.0,0 days 02:56:47,0 days 03:33:29,171,338,Roubaix
303,Road Cycling,2020-11-13 15:03:19,Praha Silniční cyklistika,26.73,528.0,0 days 01:07:22,122,147,2.1,23.8,37.2,78,88,72,105,0,0.0,0,0,0,4480,7.0,0 days 01:07:08,0 days 01:11:06,190,210,Roubaix
304,Road Cycling,2020-11-06 13:39:56,Praha Silniční cyklistika,39.19,841.0,0 days 01:33:52,133,173,2.9,25.0,44.2,197,198,77,235,0,0.0,0,0,0,6487,5.0,0 days 01:33:34,0 days 01:44:35,191,253,Roubaix
305,Road Cycling,2020-11-04 15:41:51,Praha Silniční cyklistika,41.07,778.0,0 days 01:39:38,126,161,2.4,24.7,38.4,138,157,76,104,0,0.0,0,0,0,6843,6.0,0 days 01:39:22,0 days 01:48:11,185,208,Roubaix
306,Road Cycling,2020-10-31 15:58:42,Praha Silniční cyklistika,26.78,465.0,0 days 01:10:20,114,147,1.9,22.8,38.3,75,79,76,102,0,0.0,0,0,0,4973,10.0,0 days 01:10:09,0 days 01:13:44,193,213,Roubaix
307,Road Cycling,2020-10-28 10:26:04,26. 💯🇨🇿 k oslavě Republiky - vyfotit se s Masarykem,110.39,2766.0,0 days 04:24:04,150,177,5.0,25.1,54.7,1401,1412,75,247,0,0.0,0,0,0,17628,6.0,0 days 04:23:31,0 days 05:06:21,186,434,Roubaix
308,Road Cycling,2020-10-24 14:24:30,Praha Silniční cyklistika,53.74,1300.0,0 days 01:55:02,148,173,3.8,28.0,75.3,486,496,79,115,0,0.0,0,0,0,8410,13.0,0 days 01:54:47,0 days 02:03:00,213,345,Roubaix
309,Road Cycling,2020-10-22 15:08:38,Praha Silniční cyklistika,64.31,1361.0,0 days 02:22:04,140,177,3.4,27.2,53.6,368,387,77,115,0,0.0,0,0,0,10371,10.0,0 days 02:21:40,0 days 02:30:43,192,406,Roubaix
310,Indoor Cycling,2020-10-15 16:50:43,Jízda na kole uvnitř,21.59,529.0,0 days 00:44:45,145,182,3.4,28.9,34.1,0,0,79,96,223,59.2,256,198,319,3554,19.0,0 days 00:44:43,0 days 00:44:48,0,0,Tacx
311,Indoor Cycling,2020-10-14 16:40:13,Jízda na kole uvnitř,50.12,1053.0,0 days 01:40:52,140,160,3.3,29.8,34.1,0,0,81,95,181,87.9,200,174,239,8209,20.0,0 days 01:40:51,0 days 01:40:52,0,0,Tacx
312,Mountain Biking,2020-10-11 12:00:53,Doubravka,26.8,775.0,0 days 01:18:49,140,179,3.1,20.4,41.7,315,344,0,0,0,0.0,0,0,0,0,6.0,0 days 01:18:00,0 days 01:29:43,183,274,Rockhopper
313,Road Cycling,2020-10-09 14:54:25,Praha Silniční cyklistika,60.05,1236.0,0 days 02:14:43,140,187,3.6,26.7,62.6,581,576,77,117,0,0.0,0,0,0,9512,13.0,0 days 02:14:25,0 days 02:21:00,148,360,Roubaix
314,Road Cycling,2020-10-07 14:22:02,Praha Silniční cyklistika,57.42,1235.0,0 days 02:09:23,142,176,3.7,26.6,54.1,510,525,79,109,0,0.0,0,0,0,9160,11.0,0 days 02:09:04,0 days 02:16:11,185,371,Roubaix
315,Indoor Cycling,2020-10-04 14:30:15,FTP test říjen 2020,22.6,530.0,0 days 00:50:01,145,182,3.4,27.1,29.5,0,0,74,82,209,58.2,248,178,305,3709,21.0,0 days 00:50:01,0 days 00:50:01,0,0,Tacx
316,Indoor Cycling,2020-10-04 14:24:27,Jízda na kole uvnitř,2.03,35.0,0 days 00:05:07,121,127,0.3,24.3,25.6,0,0,65,69,119,1.7,0,117,124,331,21.0,0 days 00:05:00,0 days 00:05:07,0,0,Tacx
317,Indoor Cycling,2020-10-03 13:42:37,Jízda na kole uvnitř,20.15,375.0,0 days 00:45:02,128,149,2.2,26.9,32.6,0,0,72,88,145,25.3,160,139,217,3278,23.0,0 days 00:45:00,0 days 00:45:02,0,0,Tacx
318,Mountain Biking,2020-10-01 15:55:39,Poslední VKP v kapse,46.15,1340.0,0 days 02:07:22,151,181,4.1,21.7,48.7,727,695,0,0,0,0.0,0,0,0,0,17.0,0 days 02:06:49,0 days 02:29:28,294,533,Rockhopper
319,Road Cycling,2020-09-30 14:43:43,Praha Silniční cyklistika,42.2,841.0,0 days 01:35:31,134,160,2.7,26.5,42.0,142,143,71,106,0,0.0,0,0,0,6251,14.0,0 days 01:35:16,0 days 01:40:24,195,216,Roubaix
320,Mountain Biking,2020-09-28 08:38:49,25. 💯 Hon VKP v psím počasí,169.01,4507.0,0 days 08:24:45,147,183,5.0,20.1,53.4,1802,1973,0,0,0,0.0,0,0,0,0,3.0,0 days 08:23:15,0 days 09:54:12,174,459,Rockhopper
321,Road Cycling,2020-09-18 15:36:57,24. 💯 Sardegna#2:Tantaunella-Santa Teresa Gallura,111.02,2475.0,0 days 04:10:20,151,175,5.0,26.6,53.9,1193,1204,73,116,0,0.0,0,0,0,17086,20.0,0 days 04:10:07,0 days 04:27:25,2,176,Roubaix
322,Road Cycling,2020-09-16 09:14:19,23. 💯 Sardegna-Punta Molentis,111.1,2443.0,0 days 04:11:43,151,174,5.0,26.5,53.0,1020,1016,73,104,0,0.0,0,0,0,17004,24.0,0 days 04:07:40,0 days 04:40:48,7,172,Roubaix
